marketing_spend,impressions,clicks,price,conversion_rate
1845.65,7120,327,101.37,0.0173
18845.3,72165,4230,181.25,0.0398
10384.95,20948,291,104.35,0.0365
8483.54,20323,608,42.81,0.0371
16312.13,30561,2058,190.93,0.0373
16798.61,46616,727,186.49,0.0407
6977.73,18501,1293,146.35,0.0308
14025.55,52622,865,109.54,0.0485
15536.89,59429,4066,45.79,0.0471
13265.69,32619,1150,164.43,0.0266
3456.1,9433,499,42.83,0.0327
17579.72,65759,1361,41.66,0.0616
11012.34,38728,567,121.36,0.032
6008.21,9067,228,57.22,0.0367
8791.95,20223,383,31.31,0.0435
1232.64,3149,100,101.93,0.0226
2993.4,6209,286,53.33,0.0292
15428.16,30840,1579,57.29,0.0428
500.23,798,52,43.07,0.015
8623.03,26804,1499,64.87,0.0309
10688.95,23048,1213,151.63,0.0289
1565.37,2553,99,167.52,0.0211
19475.02,40458,1746,106.93,0.048
4909.44,17207,671,116.11,0.0232
6431.88,23339,1609,35.55,0.0316
6426.88,17402,454,41.78,0.0387
4993.12,12683,132,73.79,0.0369
528.74,2086,116,122.46,0.0239
14722.22,29465,712,155.72,0.0395
19353.49,39450,2853,132.85,0.0384
4873.72,10867,762,96.66,0.0259
13429.42,25944,399,50.12,0.0549
14966.98,36645,639,162.73,0.0418
17044.29,64378,2875,91.84,0.0387
8741.27,26559,1398,155.13,0.0273
6407.15,16209,474,117.21,0.0297
6843.26,26251,1580,155.57,0.0209
14396.12,23338,1205,184.24,0.0216
16427.2,33276,1089,186.58,0.0365
4041.47,11780,139,120.97,0.02
7733.35,23501,1469,116.96,0.026
18087.83,28921,724,75.17,0.0478
16230.52,40700,2784,189.09,0.0348
19704.74,61536,2426,107.85,0.0487
15207.84,49352,2487,51.69,0.0432
8167.31,25281,1798,103.56,0.0308
12017.44,27657,1949,51.6,0.0341
13389.78,23215,836,115.43,0.0401
2029.89,5212,128,125.42,0.0062
11117.69,20255,1302,87.42,0.0365
14331.76,55450,2236,42.18,0.0519
3762.77,10114,237,190.4,0.0113
15722.32,36054,2643,161.47,0.041
11883.57,40591,969,172.61,0.0363
19068.32,52340,618,92.37,0.0328
1327.23,3020,34,159.34,0.0153
5673.86,20028,1073,112.51,0.0129
12230.3,44859,2526,64.18,0.0413
6282.92,19996,635,51.15,0.0343
14431.27,23341,756,88.66,0.0304
15300.6,44614,1506,53.38,0.0572
2499.06,8517,491,199.71,0.0152
10520.16,19370,273,38.36,0.0377
10423.37,21594,1620,104.99,0.0425
7700.98,28542,730,106.86,0.0219
18692.03,28978,2318,81.11,0.0438
16636.37,56261,1238,127.13,0.0307
14095.58,37839,2422,55.5,0.0546
14429.37,37761,968,163.27,0.037
9503.46,14424,226,86.52,0.0389
18459.39,65503,4667,130.53,0.0461
14044.61,33701,2363,151.66,0.0388
14715.13,41966,1605,181.14,0.0343
17302.97,55253,3269,172.08,0.0401
5844.4,19033,933,133.41,0.026
16237.88,63165,4403,96.03,0.0417
4307.19,12182,390,115.54,0.0247
7234.17,18080,844,160.68,0.0262
7044.4,27362,1203,179.18,0.0232
19581.25,60805,2114,47.64,0.0472
17202.48,38626,2797,95.43,0.0395
14172.81,25740,556,161.94,0.0405
14677.61,52933,1083,103.38,0.0401
11460.42,27568,1389,86.48,0.0415
18968.27,59772,3349,99.92,0.043
10177.05,27244,644,132.48,0.0247
7920.1,15819,591,199.97,0.0177
3679.19,11053,843,113.81,0.023
15831.01,26148,713,65.44,0.0439
14821.66,37549,2132,57.68,0.0529
7994.92,22918,1417,37.2,0.0392
991.27,2568,106,125.0,0.0282
16860.45,56848,4299,122.58,0.0451
722.65,2580,159,64.89,0.0125
14222.15,48755,2050,148.21,0.0418
19420.01,31014,1546,155.99,0.036
9034.4,17936,1049,74.05,0.0373
5081.98,14441,743,88.5,0.0249
14244.98,54659,3909,198.38,0.0422
16434.0,58955,2062,93.62,0.0525
11155.39,40230,1247,159.34,0.0271
19357.19,43709,1091,106.96,0.0477
1507.54,3880,49,164.87,0.017
10343.51,27687,360,160.73,0.0338
14509.85,27473,1948,143.52,0.0376
17321.49,27328,1571,175.31,0.0333
3995.48,15452,869,189.67,0.0134
16100.07,33839,1794,128.6,0.0413
11277.79,23682,1645,70.37,0.0461
8232.8,14065,614,97.77,0.0347
3068.44,11725,832,158.91,0.0148
17373.27,51240,1802,140.65,0.0452
3566.83,11298,846,60.23,0.0274
6540.86,24718,1456,38.71,0.0404
6155.89,14553,408,146.1,0.0373
17492.57,53418,2643,72.68,0.0472
13617.71,21747,1029,114.94,0.0429
16035.29,31540,620,156.95,0.0346
5384.12,19265,990,125.65,0.0249
12685.04,43344,1389,44.16,0.0448
11649.05,27685,378,61.55,0.0404
16740.19,40880,3123,67.29,0.0607
18168.7,51488,2827,73.84,0.0483
737.06,1106,79,126.12,0.0214
13643.39,28694,1645,115.67,0.0292
1510.8,3053,107,64.54,0.028
11202.74,23819,1093,41.48,0.0484
6108.84,21471,1230,59.14,0.0306
6482.14,14255,1101,197.34,0.0074
7382.69,14609,405,109.65,0.0299
12615.2,34826,2481,177.45,0.0313
7013.97,25700,1919,174.29,0.0267
14787.63,31104,1771,116.96,0.0505
8388.28,14229,1070,150.14,0.0257
1832.89,4382,166,62.77,0.0222
15783.32,53176,4079,147.03,0.0331
6072.29,17468,1034,76.31,0.0325
8938.95,31662,410,171.45,0.0287
13866.16,54064,3973,44.23,0.0436
6982.9,24312,1068,161.43,0.0282
1603.42,4826,204,46.99,0.03
7791.46,21297,1057,179.8,0.0239
18916.75,30270,619,81.71,0.0457
13013.82,51545,2208,141.25,0.033
13593.84,33423,2279,112.88,0.027
12829.5,24127,267,92.27,0.0412
4380.35,13872,404,139.73,0.0227
8657.51,19139,195,191.08,0.0248
15143.33,44892,1755,37.02,0.0515
2476.77,7348,448,186.2,0.017
5918.13,15472,1020,133.54,0.025
5888.22,21140,1610,167.24,0.0224
8924.37,19298,1015,95.26,0.0268
19617.19,51428,1431,110.21,0.0455
1816.3,5166,386,177.7,0.0152
10614.67,33532,2155,100.52,0.0322
3997.61,13831,694,120.89,0.0282
19428.19,48318,2836,33.43,0.0525
2709.42,8440,630,56.96,0.0294
8370.22,15707,940,139.09,0.0292
14888.76,57048,2042,151.89,0.0409
14238.81,34994,2097,129.04,0.043
8743.21,29061,373,54.36,0.0411
7257.22,11255,417,105.72,0.0198
8253.44,16614,639,90.37,0.0393
5653.39,15364,333,114.26,0.0347
4503.99,16645,193,177.96,0.0165
9919.27,27954,541,161.9,0.0299
5736.41,21940,1225,44.28,0.0297
6105.5,16543,1094,181.35,0.0113
13306.74,36276,2872,110.2,0.0352
19386.48,34883,1195,156.46,0.0407
12270.93,43030,2236,53.81,0.0413
2001.1,4237,320,144.02,0.0138
1973.88,7400,161,70.18,0.0223
19052.75,71963,4335,104.52,0.0481
6297.17,24296,1527,32.87,0.0323
2295.31,6428,104,55.77,0.0306
12181.37,38892,2734,45.65,0.0471
12661.15,43634,2920,70.76,0.0538
13145.84,24025,296,47.0,0.0506
5714.34,17157,281,147.62,0.025
794.66,1260,17,34.94,0.0246
19317.8,53006,1772,135.02,0.0469
5392.41,10176,465,53.92,0.0343
13682.51,26781,1266,190.68,0.0289
14279.28,34450,990,188.63,0.0365
12395.14,31993,2361,68.34,0.0348
6601.69,20188,722,134.45,0.0252
5786.38,9756,129,34.76,0.038
12154.53,33537,1040,188.4,0.028
17388.86,34022,1605,118.91,0.0432
18961.31,55650,2147,37.35,0.054
2565.16,7935,231,88.22,0.0208
3519.16,10177,195,43.06,0.0368
18922.36,63309,4263,96.8,0.0436
14862.44,34764,2772,143.89,0.0395
17718.38,60469,2000,109.88,0.0477
4451.34,11493,422,95.23,0.0224
11957.92,32411,1726,50.26,0.0433
14172.22,44221,2666,71.64,0.0395
13762.18,21275,797,47.02,0.0529
8458.96,26519,1945,167.27,0.0203
800.2,2438,120,52.99,0.0226
11867.06,26993,1121,131.21,0.0286
5435.48,9319,515,88.27,0.0225
9279.96,16030,1229,68.42,0.045
19172.83,73011,4791,138.71,0.0476
8281.19,26692,342,107.69,0.0324
16876.13,30677,1020,98.02,0.0422
4176.54,9989,429,130.78,0.0277
13612.98,40583,1299,113.52,0.0349
19551.64,70169,4141,81.59,0.0551
2486.92,4002,271,125.04,0.0169
662.24,1385,85,143.81,0.0134
8954.86,33351,2643,34.54,0.0438
2306.2,3512,102,109.2,0.0269
15093.49,30240,2155,39.81,0.0516
18333.7,71457,4549,61.69,0.0461
8963.41,27191,961,125.29,0.0287
5544.88,11945,733,177.25,0.0214
8970.86,14959,259,180.08,0.0212
14607.23,22940,1497,41.89,0.0546
676.56,1429,68,101.25,0.0089
11994.35,44424,1353,129.11,0.0312
12459.19,31644,1769,55.0,0.0406
12934.92,42696,2345,160.12,0.0192
5219.43,19811,489,156.52,0.0152
14424.03,36350,441,183.57,0.0364
2282.13,4515,182,31.44,0.0304
4385.77,12249,611,66.84,0.0378
17610.67,66396,4738,170.62,0.0471
14905.1,52331,3924,144.0,0.0401
768.04,1278,60,182.05,0.0145
5343.34,17267,1084,39.72,0.0344
4680.93,13714,559,131.48,0.0106
5780.72,21786,1356,126.74,0.019
5327.42,9622,234,36.06,0.0349
1719.26,4874,175,117.3,0.0239
9449.34,34950,1901,133.62,0.0323
14788.3,37341,421,62.52,0.0415
12331.27,33356,2020,76.47,0.0455
13621.0,22831,1564,138.86,0.044
2082.41,4572,173,109.61,0.0269
19054.07,44039,1821,175.86,0.0459
16850.59,65091,4530,88.2,0.0437
16199.26,35746,2298,75.33,0.0521
16548.18,43889,1324,197.43,0.0358
18687.85,59395,1941,184.89,0.0421
11112.95,21175,1218,34.93,0.045
4405.5,11966,591,161.02,0.0199
12527.28,41921,895,48.76,0.0396
14986.19,54956,1742,34.67,0.0486
14889.39,45646,3332,76.53,0.0496
10668.26,33846,1969,75.79,0.0362
1834.95,3332,263,169.28,0.0203
7736.7,29898,1904,150.81,0.0302
18454.95,33799,2567,196.87,0.0365
11896.75,40885,1028,150.96,0.0397
10997.47,23777,1522,101.1,0.0346
5742.64,22017,251,148.82,0.0313
7684.75,25359,1444,199.91,0.0237
17959.25,60784,2605,150.72,0.0418
13496.03,27635,947,159.49,0.0299
15854.05,41341,2909,189.52,0.0344
9359.74,28496,1989,49.32,0.0381
12789.82,43804,506,149.81,0.0279
5343.48,9404,495,174.64,0.0195
14256.49,55685,1991,192.24,0.0281
8838.23,32927,1287,65.86,0.0396
9129.64,19865,1356,115.67,0.0387
13161.79,46815,1484,145.69,0.029
18757.47,52442,3986,72.07,0.0595
1748.12,4640,105,132.08,0.0188
16582.49,37909,2138,73.79,0.0426
6201.47,18309,1045,86.69,0.0344
9156.43,30443,842,105.06,0.031
927.31,2344,77,119.96,0.019
6370.4,19577,1340,106.39,0.0269
10301.31,33462,2119,113.84,0.03
1595.43,5230,173,80.76,0.0279
10076.37,16424,778,57.02,0.038
18578.66,67800,971,38.05,0.0469
2555.17,6760,166,63.32,0.0303
15406.59,33217,1462,128.93,0.0342
8488.59,17863,286,163.64,0.0206
13275.89,35945,2481,58.77,0.05
5574.61,20721,1249,48.45,0.0275
3610.1,8830,672,157.38,0.0081
3629.02,12245,717,81.88,0.0304
1874.59,3266,248,191.75,0.0121
4120.11,11084,541,151.43,0.0199
13452.28,53530,2784,85.55,0.0401
17692.97,60618,4752,79.22,0.0498
16375.45,33182,1823,119.03,0.0389
13860.12,38165,464,43.45,0.0538
2653.42,5530,335,50.01,0.0216
6139.16,15495,1137,59.9,0.0354
6541.23,22569,1483,161.7,0.0269
5374.16,18423,937,117.36,0.0225
10542.61,21826,1244,31.8,0.0375
10943.3,41645,3303,144.5,0.0371
7459.28,22239,364,102.03,0.026
7398.89,18126,1028,116.84,0.0264
16656.83,45887,1369,66.4,0.0528
15891.21,47875,2624,123.8,0.0416
6502.02,18854,990,196.46,0.0111
18318.87,49754,1032,42.49,0.062
19079.89,52705,1290,78.27,0.0481
6871.48,13338,714,71.31,0.0312
7411.29,26175,497,72.25,0.0352
10359.87,29571,845,94.38,0.0392
18851.86,34456,2359,169.08,0.0512
17588.23,60071,1976,185.19,0.0296
2500.08,9578,423,64.38,0.0314
8158.25,31558,2395,122.3,0.0337
11290.74,27352,708,138.27,0.0324
10311.08,18960,707,118.71,0.0375
4280.33,11968,628,103.79,0.0307
17246.93,30726,1932,62.64,0.0427
13700.35,52540,3842,113.0,0.048
16839.21,32987,2444,98.21,0.0376
17245.9,36767,2366,165.25,0.0337
15092.94,37983,987,159.81,0.0353
9064.61,22280,261,52.78,0.0479
12405.66,43254,1595,45.05,0.0426
3627.13,9578,191,184.39,0.0168
13636.09,26276,1569,121.04,0.0455
3995.44,8662,488,175.83,0.0169
14032.02,38908,509,39.89,0.0412
4977.16,9301,638,119.51,0.0234
2792.25,8458,232,121.7,0.0289
3723.05,10850,437,176.32,0.0183
538.85,1771,101,46.59,0.0358
14515.42,55801,2235,70.88,0.0484
14781.82,55885,2285,99.11,0.039
10541.2,40744,595,177.19,0.0283
3646.57,7701,293,189.61,0.0122
2129.31,3894,247,198.76,0.01
873.01,1969,146,193.06,0.0344
3732.09,13949,543,31.01,0.0376
17871.68,70238,2785,38.11,0.0573
5209.97,19008,1125,55.09,0.0292
7408.29,13150,999,89.31,0.04
2554.24,9881,284,171.09,0.0222
4836.05,12373,505,181.75,0.0285
10624.88,16185,1064,61.76,0.0489
12351.18,32187,1696,135.34,0.0276
5284.37,8535,151,185.95,0.0138
1625.78,4649,251,108.83,0.0165
8125.14,19065,440,47.6,0.0327
5066.97,13598,622,107.83,0.0284
4781.3,14501,682,93.89,0.0249
19217.32,70566,5034,128.2,0.0564
12517.86,39491,1673,104.57,0.0478
11359.13,29365,868,32.95,0.0437
8607.61,30545,799,198.98,0.0328
8864.41,33365,2376,122.4,0.0385
11047.65,19879,437,110.52,0.0333
14080.38,39845,1586,192.28,0.0218
14191.85,31382,725,56.5,0.0445
3848.03,6225,399,62.17,0.0263
10252.2,32513,1405,167.36,0.0297
8533.18,31205,1079,74.34,0.0358
17475.28,33330,1176,165.87,0.0399
12812.67,45242,3151,76.16,0.0442
10883.83,39546,1928,35.64,0.0367
2750.2,10412,627,117.89,0.0244
12309.94,26629,1938,63.44,0.0399
2785.48,10473,766,158.83,0.0193
7075.53,16285,537,139.0,0.0315
3285.42,9465,726,187.01,0.0101
13995.44,22760,267,163.11,0.0333
4521.92,7279,265,60.73,0.0301
8141.26,26874,1954,166.03,0.023
17965.66,46912,1371,139.1,0.0475
4484.17,9599,279,143.72,0.0188
10402.2,20555,641,171.48,0.0257
8675.8,27545,1456,127.55,0.0267
853.42,1281,52,109.22,0.0258
15958.78,56091,3414,138.23,0.0377
1846.4,3135,228,80.65,0.027
9747.97,19289,1103,61.04,0.0484
11433.23,28190,685,134.82,0.0333
12754.32,34592,2604,69.75,0.0477
13928.32,33254,948,43.59,0.0549
5438.81,12519,257,30.09,0.0403
694.59,2716,44,133.41,0.0176
14607.15,45340,2241,91.57,0.046
10945.3,17059,306,157.89,0.0242
16804.3,43278,853,93.78,0.0419
16517.07,60907,1888,112.62,0.0405
16944.86,38188,1135,99.2,0.0567
9959.35,17293,904,140.6,0.0268
7005.75,23791,1598,90.54,0.0273
15935.38,48046,3041,193.84,0.0293
9300.24,27210,772,189.14,0.0278
4077.12,6662,181,174.16,0.0194
17171.99,31790,2467,186.45,0.0425
17709.92,54128,572,106.35,0.0493
9593.04,19374,1387,121.19,0.0254
1976.14,5455,131,156.16,0.0133
8062.61,23077,1761,148.34,0.0341
16168.98,35714,1213,181.42,0.0351
18084.59,70007,2858,151.78,0.0479
4467.72,16111,959,199.64,0.016
1805.99,5970,305,89.25,0.0189
17608.33,29846,963,171.61,0.0377
8093.4,14287,697,148.6,0.0224
11064.34,30227,1848,147.54,0.029
19377.28,36851,478,85.39,0.0515
1798.01,7094,77,163.55,0.0189
13142.2,24922,1048,183.06,0.0235
1945.06,5288,102,67.15,0.0261
7821.64,18853,1065,136.33,0.0252
16174.38,50116,1252,96.66,0.0414
8952.71,16317,658,198.22,0.0243
19945.06,51374,1225,111.4,0.046
11401.66,24933,1207,68.81,0.0471
6762.66,25153,456,94.92,0.0366
4792.17,7674,89,141.15,0.029
7335.15,27759,377,42.94,0.0342
7764.4,27816,2136,132.61,0.0236
1839.92,4129,82,188.31,0.0143
7706.7,26767,1595,174.56,0.0234
9552.65,15074,222,41.5,0.0371
14593.39,57165,1004,198.88,0.0261
13306.22,37477,1710,148.78,0.0349
14320.93,32340,1376,57.59,0.0437
663.09,1596,122,32.11,0.0312
4744.51,7904,602,59.12,0.0345
13402.84,53255,3439,172.49,0.0384
9937.79,15883,828,33.68,0.0352
603.61,1894,79,69.64,0.0259
16187.65,42199,1474,158.74,0.0348
15569.79,60291,4600,129.64,0.0343
11194.17,23676,1236,163.07,0.0283
1796.03,5083,257,156.85,0.0224
15447.04,41798,1096,38.6,0.0474
11882.41,38703,514,181.73,0.0375
15748.22,26300,2003,68.6,0.0495
15159.07,30083,961,124.08,0.0384
16158.54,32905,1349,139.53,0.0461
10601.16,35465,639,58.67,0.0423
3236.33,6385,438,195.96,0.0106
13587.57,39862,476,112.99,0.0484
12599.24,25679,1756,39.8,0.0462
14973.94,54716,1084,189.33,0.0336
3812.68,14700,1059,129.67,0.0185
4302.02,12029,735,148.86,0.0275
17862.99,42528,915,119.28,0.0475
15124.57,31537,1564,171.91,0.0386
18210.46,29582,943,35.63,0.0512
15294.95,33209,746,75.62,0.0496
12144.53,38080,2671,109.84,0.0418
13255.59,37567,1437,43.02,0.0422
17837.99,68856,2610,150.0,0.0347
11786.73,29357,643,96.92,0.0409
12831.63,41506,1528,76.35,0.0337
3551.3,9671,687,30.57,0.033
9741.46,27095,960,152.37,0.0271
14469.74,31391,2405,171.75,0.0406
5783.38,15253,1163,97.16,0.027
4443.96,11896,240,125.92,0.0296
6619.62,21624,485,68.71,0.0305
5209.26,20064,1412,135.77,0.0292
4690.8,10898,409,32.06,0.0441
8784.59,14104,145,113.07,0.0265
18202.85,49889,1455,139.51,0.0448
10387.66,29721,1541,186.09,0.0407
4164.45,8000,528,94.83,0.0271
2000.95,6806,132,160.08,0.0173
14075.04,55770,989,131.61,0.0419
7964.58,30779,2294,187.59,0.0234
16525.7,32932,2061,97.72,0.0365
13360.46,49279,2527,84.25,0.0473
16026.71,52267,3337,180.81,0.0259
5802.95,15289,612,38.37,0.0328
14001.0,39924,2519,53.19,0.0517
5649.21,20473,738,44.01,0.0323
18811.84,50798,1376,173.33,0.0374
12909.3,31409,1917,31.8,0.0506
6827.98,18662,735,176.48,0.0183
5755.48,16966,1335,106.72,0.0219
4223.07,8331,287,30.68,0.0346
14045.5,52702,3927,98.28,0.0403
4764.95,15179,1143,61.76,0.0248
12108.41,37332,1005,136.15,0.0377
5660.38,9899,652,145.49,0.0263
13408.39,40365,1627,112.88,0.037
16391.32,29544,2193,36.89,0.0494
15671.49,26591,1104,141.54,0.0417
15336.6,43223,2684,173.15,0.0416
4160.59,10430,445,152.46,0.0196
2223.51,6608,171,171.09,0.0195
14129.5,24346,583,64.09,0.0476
7682.77,19802,788,181.11,0.0278
8930.75,17299,1088,84.77,0.0351
1107.41,4394,230,32.28,0.0239
5561.74,16145,940,173.38,0.0187
1156.69,3723,111,190.11,0.0144
17644.12,40820,1784,141.44,0.0514
5246.24,9112,119,69.34,0.0285
11368.07,44787,3011,72.8,0.0438
1260.1,2792,221,109.32,0.0193
13503.52,34563,1330,182.63,0.0325
6799.03,21245,229,55.43,0.0422
18009.42,28126,616,170.42,0.0438
17818.3,62821,3498,79.52,0.0426
6843.17,19444,1028,167.46,0.0207
18068.74,39671,2585,186.45,0.0447
19925.07,32956,915,102.67,0.0503
16595.61,31635,2007,92.06,0.0399
16974.99,63445,3690,166.38,0.0347
5355.67,17219,561,120.01,0.0295
11745.7,24957,1203,146.36,0.038
1811.49,3014,61,135.88,0.0192
2350.9,7585,316,55.99,0.0403
19978.41,58557,4198,173.61,0.0467
6869.47,17251,681,63.28,0.0328
15089.59,36351,2500,188.49,0.0297
16229.97,33142,1701,72.6,0.0422
17231.45,54693,1282,154.76,0.042
19953.75,78352,3971,78.39,0.0496
5209.18,10102,459,84.02,0.0378
1286.84,3851,146,82.7,0.031
8518.23,21811,401,157.14,0.0302
3036.57,7946,311,124.66,0.0162
937.3,2001,30,180.1,0.01
7528.32,26822,454,82.25,0.0393
15782.9,42821,1675,147.64,0.0361
11540.52,32989,1035,158.0,0.0371
6599.17,14927,1116,55.75,0.0367
13259.67,25916,941,98.1,0.0403
5024.35,8616,543,112.08,0.0228
780.44,2564,121,90.47,0.0217
15404.89,30665,1818,84.76,0.0456
12662.99,40841,1152,146.69,0.0395
15364.9,38043,2889,66.7,0.0419
1259.29,3198,151,150.6,0.0155
16823.83,44969,3067,188.96,0.0366
12580.76,30436,1082,126.08,0.0396
11486.21,20119,342,133.94,0.0293
12679.97,28835,1648,41.72,0.0383
17356.45,54835,578,176.96,0.0417
11945.26,37800,1636,78.53,0.0325
11828.53,26207,616,134.56,0.0407
19818.24,52523,2832,196.45,0.0393
15256.24,30263,2377,131.24,0.032
9124.73,18486,786,153.2,0.026
14294.24,22265,1497,105.7,0.0428
8089.99,30272,1379,40.26,0.0354
4963.07,10059,450,165.59,0.021
12138.61,25113,1887,35.95,0.0483
18599.55,40900,2957,149.11,0.042
18618.22,33858,2201,33.9,0.0499
7167.15,22205,683,176.59,0.0216
10789.71,18211,877,56.8,0.0476
4626.9,8493,218,117.43,0.0336
19914.81,61973,2545,131.52,0.0366
19631.8,46118,2024,107.78,0.0541
13165.42,43049,2937,87.93,0.0422
16186.07,46835,3406,109.53,0.0479
14444.45,30912,1206,82.94,0.0406
12066.59,37733,424,104.48,0.0288
1540.29,2758,194,91.02,0.0261
9367.9,26614,591,126.25,0.0267
13658.33,35414,1896,70.45,0.0365
13711.87,29750,350,198.07,0.0242
7775.89,23406,889,115.15,0.0332
18862.99,69384,5483,63.01,0.0527
3763.46,15044,256,111.1,0.0284
10257.01,30970,1228,177.29,0.031
13972.24,35095,1106,33.71,0.0455
14094.15,29076,2133,145.52,0.0362
13148.46,28174,1996,123.15,0.0349
5868.12,15836,422,58.82,0.0319
3546.03,8575,134,168.97,0.0136
12900.84,48824,2632,92.71,0.042
12186.39,29500,990,79.95,0.0457
3997.44,9728,555,170.78,0.0148
14250.21,35039,429,138.55,0.0439
9375.85,33674,651,182.7,0.0264
13521.33,42281,2454,137.08,0.0378
16828.66,51082,1270,155.94,0.0312
3809.7,8897,623,172.2,0.0095
873.32,3096,44,39.31,0.0281
15692.5,25044,628,161.93,0.0413
12389.1,45555,3640,134.33,0.0318
14142.97,39344,1586,41.82,0.0554
16844.02,42036,2489,116.46,0.0473
16154.81,44311,1010,44.02,0.0453
19237.94,60956,3212,155.11,0.0435
10950.73,16776,1020,122.91,0.0465
10025.66,36883,1181,192.11,0.0196
8336.8,21816,1484,61.13,0.039
3496.98,8244,431,133.03,0.0203
11665.84,21531,802,65.97,0.0444
5901.74,15337,752,134.39,0.0317
18465.5,50610,2549,152.85,0.0405
11872.22,29789,643,152.79,0.0381
12060.38,38553,1472,168.56,0.0423
7421.03,18940,645,175.1,0.024
1513.79,5909,225,43.14,0.0319
1119.0,3355,212,88.36,0.0199
8755.04,30806,1349,146.81,0.0285
2149.02,3811,289,114.76,0.0209
12333.52,30750,940,62.41,0.0462
17678.97,41406,1619,123.96,0.0501
17716.84,51799,3371,99.26,0.0461
13351.39,48770,2352,96.31,0.0481
4619.02,7833,378,167.66,0.0278
17328.44,29137,400,99.29,0.0503
17778.82,64462,2443,34.5,0.0506
4334.74,8809,255,39.87,0.0295
14879.81,47197,3774,175.56,0.0307
6087.13,17392,549,193.3,0.0245
16151.49,57858,4161,147.03,0.0335
19946.14,36157,2073,91.94,0.0541
1085.51,1980,67,189.56,0.0073
17998.63,52053,2501,142.68,0.0468
12641.3,48871,3364,173.54,0.0317
19480.96,49433,3551,160.19,0.0499
9567.69,22172,471,94.45,0.0406
17024.06,51357,1734,111.38,0.0516
1716.68,6568,220,61.64,0.0337
7037.94,25283,327,79.64,0.0333
1806.82,7207,374,162.28,0.0107
19519.19,30380,2122,181.98,0.0358
16430.99,29282,1075,153.16,0.0289
17124.67,51779,3200,109.08,0.0394
18790.32,66733,3599,44.71,0.0541
2159.52,4779,173,39.68,0.0265
8019.15,16824,334,93.64,0.0318
1885.18,6537,390,108.85,0.0244
4610.47,7566,528,133.55,0.022
4972.63,12051,699,31.1,0.0287
9647.59,26671,300,198.25,0.0244
5736.96,16642,418,91.87,0.0249
2469.07,8201,122,174.18,0.0149
3766.08,8990,449,120.94,0.0303
3371.87,10223,644,52.17,0.0285
19475.0,57713,1024,165.59,0.0515
15306.2,43914,3016,150.67,0.0451
19371.35,60075,2937,119.66,0.0442
9074.94,19499,1137,117.47,0.0263
5928.19,10147,791,44.87,0.0341
16066.72,28891,458,141.49,0.0457
6861.95,14146,1034,184.91,0.0194
6337.98,17433,328,45.85,0.0395
5033.87,18127,680,74.8,0.0361
3028.74,9853,686,183.39,0.0123
5501.03,19103,1403,78.34,0.027
7428.74,17661,803,141.17,0.0306
13642.89,34266,1768,120.92,0.0391
1720.01,4273,255,131.38,0.016
4604.89,9116,623,100.68,0.0251
16275.96,26905,498,81.0,0.046
3364.98,10019,668,38.25,0.0234
7181.58,28533,1247,156.53,0.0289
17360.85,33282,1383,156.84,0.038
3521.04,5693,226,144.02,0.007
2113.37,7289,333,139.42,0.0191
9948.49,21205,1615,71.43,0.0341
6397.18,22864,1106,33.8,0.0447
11486.46,37444,2873,167.48,0.0276
16174.2,62500,1414,113.49,0.0374
3174.4,8007,486,82.16,0.0291
11823.63,37303,2494,47.33,0.0397
10357.42,27573,1587,40.66,0.0376
3309.54,10182,534,89.31,0.0286
12667.97,33241,1647,166.81,0.0271
5835.99,11506,808,186.18,0.0128
10012.77,27733,1872,182.45,0.0354
2104.31,5937,110,186.4,0.0174
9461.89,33367,2316,184.31,0.0244
6476.04,21622,843,119.63,0.0277
16536.43,52247,1450,67.3,0.0506
1611.09,2873,204,165.67,0.0207
8662.84,28601,1151,66.33,0.0326
9439.41,25966,1729,75.43,0.0384
14637.62,54675,1555,69.65,0.0425
11698.61,44451,457,117.55,0.0348
13510.64,22129,989,84.71,0.0426
15652.46,55591,946,56.21,0.0478
17312.96,27601,1734,107.04,0.0489
6620.57,16008,469,178.56,0.0245
10991.44,31389,1289,126.99,0.0262
16882.11,31574,508,179.32,0.0306
19794.3,66623,2003,63.3,0.0515
17845.63,27141,1756,58.39,0.0601
7743.61,14879,307,127.85,0.0246
4305.75,12711,703,108.77,0.0245
10043.15,33001,2449,142.23,0.0282
14962.01,56730,3267,165.09,0.0332
10105.1,32980,2202,157.72,0.0303
9922.03,31547,556,190.18,0.0329
16845.49,41875,1154,97.7,0.0478
7547.37,11345,824,65.09,0.0308
17266.0,31086,1867,123.66,0.0573
8432.69,23918,1310,48.83,0.0382
6900.55,21998,1242,79.1,0.0296
9352.8,23790,928,65.34,0.0446
15367.72,51124,671,97.42,0.041
2957.04,8293,538,48.91,0.0379
4330.17,7298,420,35.41,0.0286
19053.17,37726,1626,141.65,0.0516
3922.09,14119,1030,133.74,0.0235
11570.68,38325,1285,150.42,0.0388
11796.63,44083,1349,142.27,0.043
10047.68,18024,1281,49.43,0.0345
13072.53,51971,3419,79.48,0.048
4981.62,10080,464,52.02,0.0252
11276.91,17247,330,173.31,0.0243
7757.38,30980,776,156.97,0.0219
13402.51,29522,1651,64.26,0.0462
3253.86,10315,381,88.02,0.0262
11632.11,22586,1548,194.32,0.0272
4112.77,12135,928,131.01,0.0238
5933.54,22311,1481,166.2,0.0252
